date_morning,food_category,food_item,supply_intake,unit,food_origin,provided_by
2017-07-03,Eggs,-,6e6,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2017-07-04,Livestock / Poultry,Live pig,4209,(head),Mainland,Food and Environmental Hygiene Department
2017-07-04,Livestock / Poultry,Live pig,339,(head),Local,Food and Environmental Hygiene Department
2017-07-04,Livestock / Poultry,Live cattle,40,(head),Mainland,Food and Environmental Hygiene Department
2017-07-04,Livestock / Poultry,Live chicken,9960,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2017-07-04,Marine fish,-,1889,(picul),-,Fish Marketing Organization
2017-07-04,Freshwater fish,-,2593,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2017-07-04,Vegetables,-,4635,(picul),-,Vegetable Marketing Organization
2017-07-04,Vegetables,-,11418,(picul),-,Government Wholesale Markets
2017-07-04,Eggs,-,618e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2017-07-06,Livestock / Poultry,Live pig,4298,(head),Mainland,Food and Environmental Hygiene Department
2017-07-06,Livestock / Poultry,Live pig,288,(head),Local,Food and Environmental Hygiene Department
2017-07-06,Livestock / Poultry,Live cattle,38,(head),Mainland,Food and Environmental Hygiene Department
2017-07-06,Livestock / Poultry,Live chicken,9800,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2017-07-06,Marine fish,-,1443,(picul),-,Fish Marketing Organization
2017-07-06,Freshwater fish,-,2427,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2017-07-06,Vegetables,-,4622,(picul),-,Vegetable Marketing Organization
2017-07-06,Vegetables,-,11006,(picul),-,Government Wholesale Markets
2017-07-06,Eggs,-,388e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2017-07-08,Livestock / Poultry,Live pig,3968,(head),Mainland,Food and Environmental Hygiene Department
2017-07-08,Livestock / Poultry,Live pig,264,(head),Local,Food and Environmental Hygiene Department
2017-07-08,Livestock / Poultry,Live cattle,19,(head),Mainland,Food and Environmental Hygiene Department
2017-07-08,Livestock / Poultry,Live chicken,11420,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2017-07-08,Freshwater fish,-,2286,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2017-07-08,Vegetables,-,4058,(picul),-,Vegetable Marketing Organization
2017-07-08,Vegetables,-,10775,(picul),-,Government Wholesale Markets
2017-07-08,Eggs,-,25e5,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2017-07-10,Livestock / Poultry,Live pig,3681,(head),Mainland,Food and Environmental Hygiene Department
2017-07-10,Livestock / Poultry,Live pig,319,(head),Local,Food and Environmental Hygiene Department
2017-07-10,Livestock / Poultry,Live cattle,13,(head),Mainland,Food and Environmental Hygiene Department
2017-07-10,Livestock / Poultry,Live chicken,9570,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2017-07-10,Marine fish,-,1566,(picul),-,Fish Marketing Organization
2017-07-10,Freshwater fish,-,2351,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2017-07-10,Vegetables,-,4527,(picul),-,Vegetable Marketing Organization
2017-07-10,Vegetables,-,11138,(picul),-,Government Wholesale Markets
2017-07-10,Eggs,-,555e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2017-07-12,Livestock / Poultry,Live pig,4221,(head),Mainland,Food and Environmental Hygiene Department
2017-07-12,Livestock / Poultry,Live pig,298,(head),Local,Food and Environmental Hygiene Department
2017-07-12,Livestock / Poultry,Live cattle,35,(head),Mainland,Food and Environmental Hygiene Department
2017-07-12,Livestock / Poultry,Live chicken,9971,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2017-07-12,Marine fish,-,1537,(picul),-,Fish Marketing Organization
2017-07-12,Freshwater fish,-,2421,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2017-07-12,Vegetables,-,4464,(picul),-,Vegetable Marketing Organization
2017-07-12,Vegetables,-,11204,(picul),-,Government Wholesale Markets
2017-07-12,Eggs,-,502e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2017-07-14,Livestock / Poultry,Live pig,4087,(head),Mainland,Food and Environmental Hygiene Department
2017-07-14,Livestock / Poultry,Live pig,277,(head),Local,Food and Environmental Hygiene Department
2017-07-14,Livestock / Poultry,Live cattle,19,(head),Mainland,Food and Environmental Hygiene Department
2017-07-14,Livestock / Poultry,Live chicken,11894,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2017-07-14,Marine fish,-,1371,(picul),-,Fish Marketing Organization
2017-07-14,Freshwater fish,-,2372,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2017-07-14,Vegetables,-,4427,(picul),-,Vegetable Marketing Organization
2017-07-14,Vegetables,-,10841,(picul),-,Government Wholesale Markets
2017-07-14,Eggs,-,427e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2017-07-15,Livestock / Poultry,Live pig,3632,(head),Mainland,Food and Environmental Hygiene Department
2017-07-15,Livestock / Poultry,Live pig,272,(head),Local,Food and Environmental Hygiene Department
2017-07-15,Livestock / Poultry,Live cattle,13,(head),Mainland,Food and Environmental Hygiene Department
2017-07-15,Livestock / Poultry,Live chicken,10088,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2017-07-15,Marine fish,-,1363,(picul),-,Fish Marketing Organization
2017-07-15,Freshwater fish,-,2288,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2017-07-15,Vegetables,-,4243,(picul),-,Vegetable Marketing Organization
2017-07-15,Vegetables,-,10280,(picul),-,Government Wholesale Markets
2017-07-15,Eggs,-,148e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2017-07-17,Livestock / Poultry,Live pig,4410,(head),Mainland,Food and Environmental Hygiene Department
2017-07-17,Livestock / Poultry,Live pig,321,(head),Local,Food and Environmental Hygiene Department
2017-07-17,Livestock / Poultry,Live cattle,73,(head),Mainland,Food and Environmental Hygiene Department
2017-07-17,Livestock / Poultry,Live chicken,9240,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2017-07-17,Marine fish,-,1195,(picul),-,Fish Marketing Organization
2017-07-17,Freshwater fish,-,2401,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2017-07-17,Vegetables,-,4538,(picul),-,Vegetable Marketing Organization
2017-07-17,Vegetables,-,10494,(picul),-,Government Wholesale Markets
2017-07-17,Eggs,-,526e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2017-07-19,Livestock / Poultry,Live pig,3950,(head),Mainland,Food and Environmental Hygiene Department
2017-07-19,Livestock / Poultry,Live pig,245,(head),Local,Food and Environmental Hygiene Department
2017-07-19,Livestock / Poultry,Live cattle,57,(head),Mainland,Food and Environmental Hygiene Department
2017-07-19,Livestock / Poultry,Live chicken,11350,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2017-07-19,Marine fish,-,1520,(picul),-,Fish Marketing Organization
2017-07-19,Freshwater fish,-,2348,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2017-07-19,Vegetables,-,4363,(picul),-,Vegetable Marketing Organization
2017-07-19,Vegetables,-,11550,(picul),-,Government Wholesale Markets
2017-07-19,Eggs,-,45e5,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2017-07-20,Livestock / Poultry,Live pig,4073,(head),Mainland,Food and Environmental Hygiene Department
2017-07-20,Livestock / Poultry,Live pig,270,(head),Local,Food and Environmental Hygiene Department
2017-07-20,Livestock / Poultry,Live chicken,10460,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2017-07-20,Marine fish,-,1465,(picul),-,Fish Marketing Organization
2017-07-20,Freshwater fish,-,2416,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2017-07-20,Vegetables,-,4715,(picul),-,Vegetable Marketing Organization
2017-07-20,Vegetables,-,11006,(picul),-,Government Wholesale Markets
2017-07-20,Eggs,-,461e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2017-07-21,Livestock / Poultry,Live pig,3822,(head),Mainland,Food and Environmental Hygiene Department
2017-07-21,Livestock / Poultry,Live pig,294,(head),Local,Food and Environmental Hygiene Department
2017-07-21,Livestock / Poultry,Live cattle,80,(head),Mainland,Food and Environmental Hygiene Department
2017-07-21,Livestock / Poultry,Live chicken,12650,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2017-07-21,Marine fish,-,1439,(picul),-,Fish Marketing Organization
2017-07-21,Freshwater fish,-,2384,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2017-07-21,Vegetables,-,4780,(picul),-,Vegetable Marketing Organization
2017-07-21,Vegetables,-,10874,(picul),-,Government Wholesale Markets
2017-07-21,Eggs,-,396e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2017-07-22,Livestock / Poultry,Live pig,3244,(head),Mainland,Food and Environmental Hygiene Department
2017-07-22,Livestock / Poultry,Live pig,291,(head),Local,Food and Environmental Hygiene Department
2017-07-22,Livestock / Poultry,Live cattle,53,(head),Mainland,Food and Environmental Hygiene Department
2017-07-22,Livestock / Poultry,Live chicken,11472,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2017-07-22,Marine fish,-,1608,(picul),-,Fish Marketing Organization
2017-07-22,Freshwater fish,-,1854,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2017-07-22,Vegetables,-,4452,(picul),-,Vegetable Marketing Organization
2017-07-22,Vegetables,-,10313,(picul),-,Government Wholesale Markets
2017-07-22,Eggs,-,459e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2017-07-23,Livestock / Poultry,Live pig,4544,(head),Mainland,Food and Environmental Hygiene Department
2017-07-23,Livestock / Poultry,Live pig,350,(head),Local,Food and Environmental Hygiene Department
2017-07-23,Livestock / Poultry,Live cattle,16,(head),Mainland,Food and Environmental Hygiene Department
2017-07-23,Livestock / Poultry,Live chicken,11453,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2017-07-23,Marine fish,-,1309,(picul),-,Fish Marketing Organization
2017-07-23,Freshwater fish,-,2270,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2017-07-23,Vegetables,-,4028,(picul),-,Vegetable Marketing Organization
2017-07-23,Vegetables,-,8927,(picul),-,Government Wholesale Markets
2017-07-24,Livestock / Poultry,Live pig,4421,(head),Mainland,Food and Environmental Hygiene Department
2017-07-24,Livestock / Poultry,Live pig,277,(head),Local,Food and Environmental Hygiene Department
2017-07-24,Livestock / Poultry,Live cattle,65,(head),Mainland,Food and Environmental Hygiene Department
2017-07-24,Livestock / Poultry,Live chicken,12245,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2017-07-24,Marine fish,-,1434,(picul),-,Fish Marketing Organization
2017-07-24,Freshwater fish,-,2342,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2017-07-24,Vegetables,-,4580,(picul),-,Vegetable Marketing Organization
2017-07-24,Vegetables,-,11220,(picul),-,Government Wholesale Markets
2017-07-24,Eggs,-,461e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2017-07-26,Livestock / Poultry,Live pig,3992,(head),Mainland,Food and Environmental Hygiene Department
2017-07-26,Livestock / Poultry,Live pig,266,(head),Local,Food and Environmental Hygiene Department
2017-07-26,Livestock / Poultry,Live cattle,73,(head),Mainland,Food and Environmental Hygiene Department
2017-07-26,Livestock / Poultry,Live chicken,12442,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2017-07-26,Marine fish,-,1586,(picul),-,Fish Marketing Organization
2017-07-26,Freshwater fish,-,2490,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2017-07-26,Vegetables,-,4332,(picul),-,Vegetable Marketing Organization
2017-07-26,Vegetables,-,11600,(picul),-,Government Wholesale Markets
2017-07-26,Eggs,-,56e5,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2017-07-27,Livestock / Poultry,Live pig,3834,(head),Mainland,Food and Environmental Hygiene Department
2017-07-27,Livestock / Poultry,Live pig,266,(head),Local,Food and Environmental Hygiene Department
2017-07-27,Livestock / Poultry,Live cattle,13,(head),Mainland,Food and Environmental Hygiene Department
2017-07-27,Livestock / Poultry,Live chicken,8619,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2017-07-27,Marine fish,-,1321,(picul),-,Fish Marketing Organization
2017-07-27,Freshwater fish,-,2429,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2017-07-27,Vegetables,-,4419,(picul),-,Vegetable Marketing Organization
2017-07-27,Vegetables,-,11831,(picul),-,Government Wholesale Markets
2017-07-27,Eggs,-,402e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2017-07-29,Livestock / Poultry,Live pig,3563,(head),Mainland,Food and Environmental Hygiene Department
2017-07-29,Livestock / Poultry,Live pig,270,(head),Local,Food and Environmental Hygiene Department
2017-07-29,Livestock / Poultry,Live cattle,13,(head),Mainland,Food and Environmental Hygiene Department
2017-07-29,Livestock / Poultry,Live chicken,11730,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2017-07-29,Marine fish,-,1198,(picul),-,Fish Marketing Organization
2017-07-29,Freshwater fish,-,2262,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2017-07-29,Vegetables,-,4114,(picul),-,Vegetable Marketing Organization
2017-07-29,Vegetables,-,10362,(picul),-,Government Wholesale Markets
2017-07-29,Eggs,-,284e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2017-07-30,Livestock / Poultry,Live pig,4462,(head),Mainland,Food and Environmental Hygiene Department
2017-07-30,Livestock / Poultry,Live pig,325,(head),Local,Food and Environmental Hygiene Department
2017-07-30,Livestock / Poultry,Live cattle,66,(head),Mainland,Food and Environmental Hygiene Department
2017-07-30,Livestock / Poultry,Live chicken,11060,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2017-07-30,Marine fish,-,1393,(picul),-,Fish Marketing Organization
2017-07-30,Freshwater fish,-,2273,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2017-07-30,Vegetables,-,3892,(picul),-,Vegetable Marketing Organization
2017-07-30,Vegetables,-,7788,(picul),-,Government Wholesale Markets
2017-07-31,Livestock / Poultry,Live pig,4131,(head),Mainland,Food and Environmental Hygiene Department
2017-07-31,Livestock / Poultry,Live pig,312,(head),Local,Food and Environmental Hygiene Department
2017-07-31,Livestock / Poultry,Live cattle,76,(head),Mainland,Food and Environmental Hygiene Department
2017-07-31,Livestock / Poultry,Live chicken,10020,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2017-07-31,Marine fish,-,1254,(picul),-,Fish Marketing Organization
2017-07-31,Freshwater fish,-,2610,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2017-07-31,Vegetables,-,4340,(picul),-,Vegetable Marketing Organization
2017-07-31,Vegetables,-,10989,(picul),-,Government Wholesale Markets
2017-07-31,Eggs,-,621e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2017-08-01,Livestock / Poultry,Live pig,3974,(head),Mainland,Food and Environmental Hygiene Department
2017-08-01,Livestock / Poultry,Live pig,267,(head),Local,Food and Environmental Hygiene Department
2017-08-01,Livestock / Poultry,Live chicken,9663,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2017-08-01,Marine fish,-,1312,(picul),-,Fish Marketing Organization
2017-08-01,Freshwater fish,-,2353,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2017-08-01,Vegetables,-,4428,(picul),-,Vegetable Marketing Organization
2017-08-01,Vegetables,-,12210,(picul),-,Government Wholesale Markets
2017-08-01,Eggs,-,333e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2017-08-02,Livestock / Poultry,Live pig,4071,(head),Mainland,Food and Environmental Hygiene Department
2017-08-02,Livestock / Poultry,Live pig,253,(head),Local,Food and Environmental Hygiene Department
2017-08-02,Livestock / Poultry,Live cattle,61,(head),Mainland,Food and Environmental Hygiene Department
2017-08-02,Livestock / Poultry,Live chicken,12355,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2017-08-02,Marine fish,-,1482,(picul),-,Fish Marketing Organization
2017-08-02,Freshwater fish,-,2578,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2017-08-02,Vegetables,-,4430,(picul),-,Vegetable Marketing Organization
2017-08-02,Vegetables,-,11187,(picul),-,Government Wholesale Markets
2017-08-02,Eggs,-,378e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2017-08-03,Livestock / Poultry,Live pig,4178,(head),Mainland,Food and Environmental Hygiene Department
2017-08-03,Livestock / Poultry,Live pig,262,(head),Local,Food and Environmental Hygiene Department
2017-08-03,Livestock / Poultry,Live cattle,75,(head),Mainland,Food and Environmental Hygiene Department
2017-08-03,Livestock / Poultry,Live chicken,9144,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2017-08-03,Marine fish,-,1661,(picul),-,Fish Marketing Organization
2017-08-03,Freshwater fish,-,2368,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2017-08-03,Vegetables,-,4396,(picul),-,Vegetable Marketing Organization
2017-08-03,Vegetables,-,10874,(picul),-,Government Wholesale Markets
2017-08-03,Eggs,-,33e5,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2017-08-04,Livestock / Poultry,Live pig,3944,(head),Mainland,Food and Environmental Hygiene Department
2017-08-04,Livestock / Poultry,Live pig,291,(head),Local,Food and Environmental Hygiene Department
2017-08-04,Livestock / Poultry,Live cattle,13,(head),Mainland,Food and Environmental Hygiene Department
2017-08-04,Livestock / Poultry,Live chicken,10547,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2017-08-04,Marine fish,-,1456,(picul),-,Fish Marketing Organization
2017-08-04,Freshwater fish,-,2266,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2017-08-04,Vegetables,-,4517,(picul),-,Vegetable Marketing Organization
2017-08-04,Vegetables,-,11088,(picul),-,Government Wholesale Markets
2017-08-04,Eggs,-,42e5,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2017-08-05,Livestock / Poultry,Live pig,3592,(head),Mainland,Food and Environmental Hygiene Department
2017-08-05,Livestock / Poultry,Live pig,252,(head),Local,Food and Environmental Hygiene Department
2017-08-05,Livestock / Poultry,Live cattle,57,(head),Mainland,Food and Environmental Hygiene Department
2017-08-05,Livestock / Poultry,Live chicken,12034,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2017-08-05,Freshwater fish,-,2213,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2017-08-05,Vegetables,-,4453,(picul),-,Vegetable Marketing Organization
2017-08-05,Vegetables,-,10478,(picul),-,Government Wholesale Markets
2017-08-05,Eggs,-,333e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2017-08-06,Livestock / Poultry,Live pig,4305,(head),Mainland,Food and Environmental Hygiene Department
2017-08-06,Livestock / Poultry,Live pig,349,(head),Local,Food and Environmental Hygiene Department
2017-08-06,Livestock / Poultry,Live cattle,53,(head),Mainland,Food and Environmental Hygiene Department
2017-08-06,Livestock / Poultry,Live chicken,11706,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2017-08-06,Marine fish,-,2875,(picul),-,Fish Marketing Organization
2017-08-06,Freshwater fish,-,2541,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2017-08-06,Vegetables,-,4297,(picul),-,Vegetable Marketing Organization
2017-08-06,Vegetables,-,8762,(picul),-,Government Wholesale Markets
2017-08-08,Livestock / Poultry,Live pig,3774,(head),Mainland,Food and Environmental Hygiene Department
2017-08-08,Livestock / Poultry,Live pig,276,(head),Local,Food and Environmental Hygiene Department
2017-08-08,Livestock / Poultry,Live cattle,30,(head),Mainland,Food and Environmental Hygiene Department
2017-08-08,Livestock / Poultry,Live chicken,11716,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2017-08-08,Marine fish,-,1922,(picul),-,Fish Marketing Organization
2017-08-08,Freshwater fish,-,2461,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2017-08-08,Vegetables,-,4567,(picul),-,Vegetable Marketing Organization
2017-08-08,Vegetables,-,10758,(picul),-,Government Wholesale Markets
2017-08-08,Eggs,-,236e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2017-08-10,Livestock / Poultry,Live pig,4269,(head),Mainland,Food and Environmental Hygiene Department
2017-08-10,Livestock / Poultry,Live pig,271,(head),Local,Food and Environmental Hygiene Department
2017-08-10,Livestock / Poultry,Live cattle,19,(head),Mainland,Food and Environmental Hygiene Department
2017-08-10,Livestock / Poultry,Live chicken,9545,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2017-08-10,Marine fish,-,1340,(picul),-,Fish Marketing Organization
2017-08-10,Freshwater fish,-,2415,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2017-08-10,Vegetables,-,4595,(picul),-,Vegetable Marketing Organization
2017-08-10,Vegetables,-,11352,(picul),-,Government Wholesale Markets
2017-08-10,Eggs,-,428e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2017-08-11,Livestock / Poultry,Live pig,4006,(head),Mainland,Food and Environmental Hygiene Department
2017-08-11,Livestock / Poultry,Live pig,273,(head),Local,Food and Environmental Hygiene Department
2017-08-11,Livestock / Poultry,Live cattle,51,(head),Mainland,Food and Environmental Hygiene Department
2017-08-11,Livestock / Poultry,Live chicken,13440,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2017-08-11,Marine fish,-,1329,(picul),-,Fish Marketing Organization
2017-08-11,Freshwater fish,-,2121,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2017-08-11,Vegetables,-,4488,(picul),-,Vegetable Marketing Organization
2017-08-11,Vegetables,-,10709,(picul),-,Government Wholesale Markets
2017-08-11,Eggs,-,464e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2017-08-12,Livestock / Poultry,Live pig,3549,(head),Mainland,Food and Environmental Hygiene Department
2017-08-12,Livestock / Poultry,Live pig,284,(head),Local,Food and Environmental Hygiene Department
2017-08-12,Livestock / Poultry,Live cattle,63,(head),Mainland,Food and Environmental Hygiene Department
2017-08-12,Livestock / Poultry,Live chicken,10352,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2017-08-12,Marine fish,-,1338,(picul),-,Fish Marketing Organization
2017-08-12,Freshwater fish,-,1921,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2017-08-12,Vegetables,-,4366,(picul),-,Vegetable Marketing Organization
2017-08-12,Vegetables,-,10230,(picul),-,Government Wholesale Markets
2017-08-12,Eggs,-,244e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2017-08-13,Livestock / Poultry,Live pig,4587,(head),Mainland,Food and Environmental Hygiene Department
2017-08-13,Livestock / Poultry,Live pig,351,(head),Local,Food and Environmental Hygiene Department
2017-08-13,Livestock / Poultry,Live cattle,57,(head),Mainland,Food and Environmental Hygiene Department
2017-08-13,Livestock / Poultry,Live chicken,12445,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2017-08-13,Marine fish,-,1653,(picul),-,Fish Marketing Organization
2017-08-13,Freshwater fish,-,2155,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2017-08-13,Vegetables,-,4270,(picul),-,Vegetable Marketing Organization
2017-08-13,Vegetables,-,8580,(picul),-,Government Wholesale Markets
2017-08-13,Eggs,-,38e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2017-08-14,Livestock / Poultry,Live pig,3925,(head),Mainland,Food and Environmental Hygiene Department
2017-08-14,Livestock / Poultry,Live pig,277,(head),Local,Food and Environmental Hygiene Department
2017-08-14,Livestock / Poultry,Live cattle,84,(head),Mainland,Food and Environmental Hygiene Department
2017-08-14,Livestock / Poultry,Live chicken,11450,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2017-08-14,Marine fish,-,1602,(picul),-,Fish Marketing Organization
2017-08-14,Freshwater fish,-,2381,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2017-08-14,Vegetables,-,4806,(picul),-,Vegetable Marketing Organization
2017-08-14,Vegetables,-,11451,(picul),-,Government Wholesale Markets
2017-08-14,Eggs,-,384e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2017-08-16,Livestock / Poultry,Live pig,4177,(head),Mainland,Food and Environmental Hygiene Department
2017-08-16,Livestock / Poultry,Live pig,290,(head),Local,Food and Environmental Hygiene Department
2017-08-16,Livestock / Poultry,Live cattle,13,(head),Mainland,Food and Environmental Hygiene Department
2017-08-16,Livestock / Poultry,Live chicken,9766,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2017-08-16,Marine fish,-,1753,(picul),-,Fish Marketing Organization
2017-08-16,Freshwater fish,-,2452,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2017-08-16,Vegetables,-,4442,(picul),-,Vegetable Marketing Organization
2017-08-16,Vegetables,-,11468,(picul),-,Government Wholesale Markets
2017-08-16,Eggs,-,256e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2017-08-18,Livestock / Poultry,Live pig,3858,(head),Mainland,Food and Environmental Hygiene Department
2017-08-18,Livestock / Poultry,Live pig,316,(head),Local,Food and Environmental Hygiene Department
2017-08-18,Livestock / Poultry,Live cattle,35,(head),Mainland,Food and Environmental Hygiene Department
2017-08-18,Livestock / Poultry,Live chicken,11180,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2017-08-18,Marine fish,-,1917,(picul),-,Fish Marketing Organization
2017-08-18,Freshwater fish,-,2283,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2017-08-18,Vegetables,-,4606,(picul),-,Vegetable Marketing Organization
2017-08-18,Vegetables,-,11286,(picul),-,Government Wholesale Markets
2017-08-18,Eggs,-,308e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2017-08-19,Livestock / Poultry,Live pig,3661,(head),Mainland,Food and Environmental Hygiene Department
2017-08-19,Livestock / Poultry,Live pig,249,(head),Local,Food and Environmental Hygiene Department
