food_category,food_item,price_morning,unit,data_from,food_origin,supplier,date_reported,supply_intake
Eggs,Grade II brown-shelled egg Germany (360/box),-,($ / Egg),(Yesterday),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,30/6/2017,NA
Eggs,Brown-shelled egg (medium) USA,0.54,($ / Egg),(Yesterday),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,30/6/2017,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
Livestock / Poultry,Live pig,1260.0,($ / Picul),(Yesterday),-,Slaughterhouses,2/7/2017,NA
Livestock / Poultry,Live cattle,Not yet supplied,($ / Picul),(Yesterday),-,Ng Fung Hong,2/7/2017,NA
Livestock / Poultry,Live chicken,-,($ / Catty),(Yesterday),Mainland,Major wholesalers at the Government Cheung Sha Wan Temporary Wholesale Poultry Market,2/7/2017,NA
Livestock / Poultry,Live chicken,29.8,($ / Catty),(Yesterday),Local,Major wholesalers at the Government Cheung Sha Wan Temporary Wholesale Poultry Market,2/7/2017,NA
Marine fish,Golden thread,50.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,2/7/2017,NA
Marine fish,Horse head,31.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,2/7/2017,NA
Marine fish,Yellow croaker,30.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,2/7/2017,NA
Marine fish,Big eyes,65.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,2/7/2017,NA
Marine fish,Scads,16.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,2/7/2017,NA
Marine fish,Breams,55.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,2/7/2017,NA
Marine fish,Hairtail,35.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,2/7/2017,NA
Marine fish,Mackerel,49.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,2/7/2017,NA
Marine fish,Croakers,15.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,2/7/2017,NA
Marine fish,Filefish,30.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,2/7/2017,NA
Freshwater fish,Grass carp,15.7,($ / Catty),(Yesterday),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,2/7/2017,NA
Freshwater fish,Big head,15.6,($ / Catty),(Yesterday),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,2/7/2017,NA
Freshwater fish,Mud carp,19.0,($ / Catty),(Yesterday),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,2/7/2017,NA
Vegetables,Flowering Cabbage,4.6,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,2/7/2017,NA
Vegetables,White Cabbage,5.5,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,2/7/2017,NA
Vegetables,Chinese Lettuce,4.2,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,2/7/2017,NA
Vegetables,Water Spinach,4.0,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,2/7/2017,NA
Vegetables,Chinese Kale,5.1,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,2/7/2017,NA
Vegetables,European Celery,12.0,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,2/7/2017,NA
Vegetables,Potato,3.3,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,2/7/2017,NA
Vegetables,Spinach,7.4,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,2/7/2017,NA
Vegetables,"Yard-long bean, white",6.1,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,2/7/2017,NA
Vegetables,Broccoli,10.5,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,2/7/2017,NA
Vegetables,Green Cabbage,4.7,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,2/7/2017,NA
Vegetables,Tomato,4.9,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,2/7/2017,NA
Vegetables,Chinese Spinach,6.6,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,2/7/2017,NA
Eggs,Brown-shelled egg (medium) Mainland,0.57,($ / Egg),(Yesterday),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,2/7/2017,NA
Eggs,Grade II brown-shelled egg Germany (360/box),-,($ / Egg),(Yesterday),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,2/7/2017,NA
Eggs,Brown-shelled egg (medium) USA,0.56,($ / Egg),(Yesterday),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,2/7/2017,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
Livestock / Poultry,Live pig,1296.0,($ / Picul),(Yesterday),-,Slaughterhouses,3/7/2017,NA
Livestock / Poultry,Live cattle,4090.0,($ / Picul),(Yesterday),-,Ng Fung Hong,3/7/2017,NA
Livestock / Poultry,Live chicken,-,($ / Catty),(Yesterday),Mainland,Major wholesalers at the Government Cheung Sha Wan Temporary Wholesale Poultry Market,3/7/2017,NA
Livestock / Poultry,Live chicken,29.4,($ / Catty),(Yesterday),Local,Major wholesalers at the Government Cheung Sha Wan Temporary Wholesale Poultry Market,3/7/2017,NA
Marine fish,Golden thread,49.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,3/7/2017,NA
Marine fish,Horse head,30.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,3/7/2017,NA
Marine fish,Yellow croaker,29.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,3/7/2017,NA
Marine fish,Big eyes,65.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,3/7/2017,NA
Marine fish,Scads,15.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,3/7/2017,NA
Marine fish,Breams,54.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,3/7/2017,NA
Marine fish,Hairtail,34.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,3/7/2017,NA
Marine fish,Mackerel,48.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,3/7/2017,NA
Marine fish,Croakers,14.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,3/7/2017,NA
Marine fish,Filefish,29.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,3/7/2017,NA
Freshwater fish,Grass carp,15.7,($ / Catty),(Yesterday),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,3/7/2017,NA
Freshwater fish,Big head,15.6,($ / Catty),(Yesterday),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,3/7/2017,NA
Freshwater fish,Mud carp,19.0,($ / Catty),(Yesterday),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,3/7/2017,NA
Vegetables,Flowering Cabbage,4.4,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,3/7/2017,NA
Vegetables,White Cabbage,5.7,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,3/7/2017,NA
Vegetables,Chinese Lettuce,4.5,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,3/7/2017,NA
Vegetables,Water Spinach,3.9,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,3/7/2017,NA
Vegetables,Chinese Kale,4.9,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,3/7/2017,NA
Vegetables,European Celery,8.6,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,3/7/2017,NA
Vegetables,Potato,3.2,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,3/7/2017,NA
Vegetables,Spinach,7.3,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,3/7/2017,NA
Vegetables,"Yard-long bean, white",5.4,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,3/7/2017,NA
Vegetables,Broccoli,10.5,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,3/7/2017,NA
Vegetables,Green Cabbage,4.8,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,3/7/2017,NA
Vegetables,Tomato,4.9,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,3/7/2017,NA
Vegetables,Chinese Spinach,6.1,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,3/7/2017,NA
Eggs,Brown-shelled egg (medium) Mainland,0.57,($ / Egg),(Yesterday),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,3/7/2017,NA
Eggs,Grade II brown-shelled egg Germany (360/box),-,($ / Egg),(Yesterday),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,3/7/2017,NA
Eggs,Brown-shelled egg (medium) USA,0.56,($ / Egg),(Yesterday),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,3/7/2017,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
Livestock / Poultry,Live pig,1321.0,($ / Picul),(Yesterday),-,Slaughterhouses,4/7/2017,NA
Livestock / Poultry,Live cattle,4090.0,($ / Picul),(Yesterday),-,Ng Fung Hong,4/7/2017,NA
Livestock / Poultry,Live chicken,-,($ / Catty),(Yesterday),Mainland,Major wholesalers at the Government Cheung Sha Wan Temporary Wholesale Poultry Market,4/7/2017,NA
Livestock / Poultry,Live chicken,29.8,($ / Catty),(Yesterday),Local,Major wholesalers at the Government Cheung Sha Wan Temporary Wholesale Poultry Market,4/7/2017,NA
Marine fish,Golden thread,49.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,4/7/2017,NA
Marine fish,Horse head,30.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,4/7/2017,NA
Marine fish,Yellow croaker,29.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,4/7/2017,NA
Marine fish,Big eyes,64.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,4/7/2017,NA
Marine fish,Scads,15.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,4/7/2017,NA
Marine fish,Breams,54.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,4/7/2017,NA
Marine fish,Hairtail,34.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,4/7/2017,NA
Marine fish,Mackerel,47.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,4/7/2017,NA
Marine fish,Croakers,14.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,4/7/2017,NA
Marine fish,Filefish,29.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,4/7/2017,NA
Freshwater fish,Grass carp,15.7,($ / Catty),(Yesterday),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,4/7/2017,NA
Freshwater fish,Big head,15.6,($ / Catty),(Yesterday),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,4/7/2017,NA
Freshwater fish,Mud carp,19.0,($ / Catty),(Yesterday),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,4/7/2017,NA
Vegetables,Flowering Cabbage,4.8,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4/7/2017,NA
Vegetables,White Cabbage,5.9,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4/7/2017,NA
Vegetables,Chinese Lettuce,4.7,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4/7/2017,NA
Vegetables,Water Spinach,3.9,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4/7/2017,NA
Vegetables,Chinese Kale,4.6,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4/7/2017,NA
Vegetables,European Celery,11.0,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4/7/2017,NA
Vegetables,Potato,3.3,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4/7/2017,NA
Vegetables,Spinach,7.3,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4/7/2017,NA
Vegetables,"Yard-long bean, white",6.8,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4/7/2017,NA
Vegetables,Broccoli,10.1,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4/7/2017,NA
Vegetables,Green Cabbage,5.1,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4/7/2017,NA
Vegetables,Tomato,5.0,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4/7/2017,NA
Vegetables,Chinese Spinach,5.9,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4/7/2017,NA
Eggs,Brown-shelled egg (medium) Mainland,0.60,($ / Egg),(Yesterday),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,4/7/2017,NA
Eggs,Grade II brown-shelled egg Germany (360/box),-,($ / Egg),(Yesterday),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,4/7/2017,NA
Eggs,Brown-shelled egg (medium) USA,0.50,($ / Egg),(Yesterday),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,4/7/2017,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
Livestock / Poultry,Live pig,1338.0,($ / Picul),(Yesterday),-,Slaughterhouses,5/7/2017,NA
Livestock / Poultry,Live cattle,4144.0,($ / Picul),(Yesterday),-,Ng Fung Hong,5/7/2017,NA
Livestock / Poultry,Live chicken,-,($ / Catty),(Yesterday),Mainland,Major wholesalers at the Government Cheung Sha Wan Temporary Wholesale Poultry Market,5/7/2017,NA
Livestock / Poultry,Live chicken,29.8,($ / Catty),(Yesterday),Local,Major wholesalers at the Government Cheung Sha Wan Temporary Wholesale Poultry Market,5/7/2017,NA
Marine fish,Golden thread,49.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,5/7/2017,NA
Marine fish,Horse head,30.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,5/7/2017,NA
Marine fish,Yellow croaker,30.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,5/7/2017,NA
Marine fish,Big eyes,65.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,5/7/2017,NA
Marine fish,Scads,15.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,5/7/2017,NA
Marine fish,Breams,54.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,5/7/2017,NA
Marine fish,Hairtail,34.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,5/7/2017,NA
Marine fish,Mackerel,48.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,5/7/2017,NA
Marine fish,Croakers,15.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,5/7/2017,NA
Marine fish,Filefish,29.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,5/7/2017,NA
Freshwater fish,Grass carp,15.7,($ / Catty),(Yesterday),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,5/7/2017,NA
Freshwater fish,Big head,15.6,($ / Catty),(Yesterday),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,5/7/2017,NA
Freshwater fish,Mud carp,19.0,($ / Catty),(Yesterday),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,5/7/2017,NA
Vegetables,Flowering Cabbage,5.4,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,5/7/2017,NA
Vegetables,White Cabbage,6.3,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,5/7/2017,NA
Vegetables,Chinese Lettuce,5.1,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,5/7/2017,NA
Vegetables,Water Spinach,4.0,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,5/7/2017,NA
Vegetables,Chinese Kale,5.2,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,5/7/2017,NA
Vegetables,European Celery,10.9,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,5/7/2017,NA
Vegetables,Potato,3.3,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,5/7/2017,NA
Vegetables,Spinach,7.5,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,5/7/2017,NA
Vegetables,"Yard-long bean, white",7.0,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,5/7/2017,NA
Vegetables,Broccoli,10.3,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,5/7/2017,NA
Vegetables,Green Cabbage,5.7,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,5/7/2017,NA
Vegetables,Tomato,5.0,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,5/7/2017,NA
Vegetables,Chinese Spinach,6.2,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,5/7/2017,NA
Eggs,Brown-shelled egg (medium) Mainland,0.62,($ / Egg),(Yesterday),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,5/7/2017,NA
Eggs,Grade II brown-shelled egg Germany (360/box),-,($ / Egg),(Yesterday),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,5/7/2017,NA
Eggs,Brown-shelled egg (medium) USA,0.57,($ / Egg),(Yesterday),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,5/7/2017,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
Livestock / Poultry,Live pig,1318.0,($ / Picul),(Yesterday),-,Slaughterhouses,7/7/2017,NA
Livestock / Poultry,Live cattle,4090.0,($ / Picul),(Yesterday),-,Ng Fung Hong,7/7/2017,NA
Livestock / Poultry,Live chicken,-,($ / Catty),(Yesterday),Mainland,Major wholesalers at the Government Cheung Sha Wan Temporary Wholesale Poultry Market,7/7/2017,NA
Livestock / Poultry,Live chicken,30.0,($ / Catty),(Yesterday),Local,Major wholesalers at the Government Cheung Sha Wan Temporary Wholesale Poultry Market,7/7/2017,NA
Marine fish,Golden thread,49.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,7/7/2017,NA
Marine fish,Horse head,30.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,7/7/2017,NA
Marine fish,Yellow croaker,29.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,7/7/2017,NA
Marine fish,Big eyes,64.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,7/7/2017,NA
Marine fish,Scads,15.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,7/7/2017,NA
Marine fish,Breams,55.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,7/7/2017,NA
Marine fish,Hairtail,34.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,7/7/2017,NA
Marine fish,Mackerel,48.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,7/7/2017,NA
Marine fish,Croakers,14.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,7/7/2017,NA
Marine fish,Filefish,30.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,7/7/2017,NA
Freshwater fish,Grass carp,15.9,($ / Catty),(Yesterday),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,7/7/2017,NA
Freshwater fish,Big head,15.6,($ / Catty),(Yesterday),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,7/7/2017,NA
Freshwater fish,Mud carp,19.0,($ / Catty),(Yesterday),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,7/7/2017,NA
Vegetables,Flowering Cabbage,5.5,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,7/7/2017,NA
Vegetables,White Cabbage,6.6,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,7/7/2017,NA
Vegetables,Chinese Lettuce,5.2,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,7/7/2017,NA
Vegetables,Water Spinach,3.9,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,7/7/2017,NA
Vegetables,Chinese Kale,4.8,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,7/7/2017,NA
Vegetables,European Celery,10.2,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,7/7/2017,NA
Vegetables,Potato,3.3,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,7/7/2017,NA
Vegetables,Spinach,7.5,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,7/7/2017,NA
Vegetables,"Yard-long bean, white",7.7,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,7/7/2017,NA
Vegetables,Broccoli,10.3,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,7/7/2017,NA
Vegetables,Green Cabbage,5.7,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,7/7/2017,NA
Vegetables,Tomato,5.0,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,7/7/2017,NA
Vegetables,Chinese Spinach,6.0,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,7/7/2017,NA
Eggs,Brown-shelled egg (medium) Mainland,0.64,($ / Egg),(Yesterday),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,7/7/2017,NA
Eggs,Grade II brown-shelled egg Germany (360/box),-,($ / Egg),(Yesterday),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,7/7/2017,NA
Eggs,Brown-shelled egg (medium) USA,0.64,($ / Egg),(Yesterday),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,7/7/2017,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
Livestock / Poultry,Live pig,1275.0,($ / Picul),(Yesterday),-,Slaughterhouses,9/7/2017,NA
Livestock / Poultry,Live cattle,Not yet supplied,($ / Picul),(Yesterday),-,Ng Fung Hong,9/7/2017,NA
Livestock / Poultry,Live chicken,-,($ / Catty),(Yesterday),Mainland,Major wholesalers at the Government Cheung Sha Wan Temporary Wholesale Poultry Market,9/7/2017,NA
Livestock / Poultry,Live chicken,29.7,($ / Catty),(Yesterday),Local,Major wholesalers at the Government Cheung Sha Wan Temporary Wholesale Poultry Market,9/7/2017,NA
Marine fish,Golden thread,-,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,9/7/2017,NA
Marine fish,Horse head,-,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,9/7/2017,NA
