date_morning,food_category,food_item,unit,food_origin,provided_by,price_morning
2016-12-15,Vegetables,Water Cress,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4.9
2016-12-15,Vegetables,Broccoli,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,10.5
2016-12-15,Vegetables,Green Cabbage,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,5.5
2016-12-15,Vegetables,Tomato,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,5.3
2016-12-15,Vegetables,Pea Shoot,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,18.1
2016-12-15,Eggs,Brown-shelled egg (medium) Mainland,($ / Egg),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,0.66
2016-12-15,Eggs,Brown-shelled egg (medium) USA,($ / Egg),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,0.68
2016-12-16,Livestock / Poultry,Live pig,($ / Picul),-,Slaughterhouses,1362
2016-12-16,Livestock / Poultry,Live chicken,($ / Catty),Local,Major wholesalers at the Government Cheung Sha Wan Temporary Wholesale Poultry Market,35.1
2016-12-16,Marine fish,Golden thread,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,41
2016-12-16,Marine fish,Horse head,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,30
2016-12-16,Marine fish,Yellow croaker,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,30
2016-12-16,Marine fish,Big eyes,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,51
2016-12-16,Marine fish,Scads,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,14
2016-12-16,Marine fish,Breams,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,50
2016-12-16,Marine fish,Hairtail,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,31
2016-12-16,Marine fish,Mackerel,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,42
2016-12-16,Marine fish,Croakers,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,15
2016-12-16,Marine fish,Filefish,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,30
2016-12-16,Freshwater fish,Grass carp,($ / Catty),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,16.5
2016-12-16,Freshwater fish,Big head,($ / Catty),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,16.1
2016-12-16,Freshwater fish,Mud carp,($ / Catty),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,18.5
2016-12-16,Vegetables,Flowering Cabbage,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,3.2
2016-12-16,Vegetables,White Cabbage,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4.2
2016-12-16,Vegetables,Chinese Lettuce,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,2.8
2016-12-16,Vegetables,Chrysanthemum Garland,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,8
2016-12-16,Vegetables,Chinese Kale,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4.5
2016-12-16,Vegetables,European Celery,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,8.4
2016-12-16,Vegetables,Potato,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4.1
2016-12-16,Vegetables,Spinach,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,5.7
2016-12-16,Vegetables,Water Cress,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4.8
2016-12-16,Vegetables,Broccoli,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,10.3
2016-12-16,Vegetables,Green Cabbage,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4.6
2016-12-16,Vegetables,Tomato,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,5.1
2016-12-16,Vegetables,Pea Shoot,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,18.6
2016-12-16,Eggs,Brown-shelled egg (medium) Mainland,($ / Egg),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,0.66
2016-12-16,Eggs,Brown-shelled egg (medium) USA,($ / Egg),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,0.68
2016-12-17,Livestock / Poultry,Live pig,($ / Picul),-,Slaughterhouses,1382
2016-12-17,Livestock / Poultry,Live chicken,($ / Catty),Local,Major wholesalers at the Government Cheung Sha Wan Temporary Wholesale Poultry Market,34.8
2016-12-17,Marine fish,Golden thread,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,42
2016-12-17,Marine fish,Horse head,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,31
2016-12-17,Marine fish,Yellow croaker,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,31
2016-12-17,Marine fish,Big eyes,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,52
2016-12-17,Marine fish,Scads,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,15
2016-12-17,Marine fish,Breams,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,51
2016-12-17,Marine fish,Hairtail,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,32
2016-12-17,Marine fish,Mackerel,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,43
2016-12-17,Marine fish,Croakers,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,15
2016-12-17,Marine fish,Filefish,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,31
2016-12-17,Freshwater fish,Grass carp,($ / Catty),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,16.5
2016-12-17,Freshwater fish,Big head,($ / Catty),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,16.2
2016-12-17,Freshwater fish,Mud carp,($ / Catty),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,18.5
2016-12-17,Vegetables,Flowering Cabbage,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,3.1
2016-12-17,Vegetables,White Cabbage,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4.4
2016-12-17,Vegetables,Chinese Lettuce,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,2.8
2016-12-17,Vegetables,Chrysanthemum Garland,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,8.4
2016-12-17,Vegetables,Chinese Kale,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4.1
2016-12-17,Vegetables,European Celery,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,9.7
2016-12-17,Vegetables,Potato,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4
2016-12-17,Vegetables,Spinach,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,5.4
2016-12-17,Vegetables,Water Cress,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4.7
2016-12-17,Vegetables,Broccoli,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,10.4
2016-12-17,Vegetables,Green Cabbage,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,5
2016-12-17,Vegetables,Tomato,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,5
2016-12-17,Vegetables,Pea Shoot,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,18.2
2016-12-17,Eggs,Brown-shelled egg (medium) Mainland,($ / Egg),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,0.66
2016-12-17,Eggs,Brown-shelled egg (medium) USA,($ / Egg),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,0.68
2016-12-18,Livestock / Poultry,Live pig,($ / Picul),-,Slaughterhouses,1411
2016-12-18,Livestock / Poultry,Live cattle,($ / Picul),-,Ng Fung Hong,4223
2016-12-18,Livestock / Poultry,Live chicken,($ / Catty),Local,Major wholesalers at the Government Cheung Sha Wan Temporary Wholesale Poultry Market,35.1
2016-12-18,Marine fish,Golden thread,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,41
2016-12-18,Marine fish,Horse head,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,31
2016-12-18,Marine fish,Yellow croaker,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,30
2016-12-18,Marine fish,Big eyes,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,52
2016-12-18,Marine fish,Scads,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,15
2016-12-18,Marine fish,Breams,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,50
2016-12-18,Marine fish,Hairtail,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,32
2016-12-18,Marine fish,Mackerel,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,43
2016-12-18,Marine fish,Croakers,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,15
2016-12-18,Marine fish,Filefish,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,31
2016-12-18,Freshwater fish,Grass carp,($ / Catty),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,16.5
2016-12-18,Freshwater fish,Big head,($ / Catty),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,16
2016-12-18,Freshwater fish,Mud carp,($ / Catty),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,18.5
2016-12-18,Vegetables,Flowering Cabbage,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,2.8
2016-12-18,Vegetables,White Cabbage,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4.5
2016-12-18,Vegetables,Chinese Lettuce,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,2.8
2016-12-18,Vegetables,Chrysanthemum Garland,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,7.8
2016-12-18,Vegetables,Chinese Kale,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,3.9
2016-12-18,Vegetables,European Celery,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,7.5
2016-12-18,Vegetables,Potato,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4
2016-12-18,Vegetables,Spinach,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,5.3
2016-12-18,Vegetables,Water Cress,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4.8
2016-12-18,Vegetables,Broccoli,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,10.4
2016-12-18,Vegetables,Green Cabbage,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4.3
2016-12-18,Vegetables,Tomato,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,5.1
2016-12-18,Vegetables,Pea Shoot,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,18.4
2016-12-18,Eggs,Brown-shelled egg (medium) Mainland,($ / Egg),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,0.7
2016-12-18,Eggs,Brown-shelled egg (medium) USA,($ / Egg),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,0.68
2016-12-19,Livestock / Poultry,Live pig,($ / Picul),-,Slaughterhouses,1416
2016-12-19,Livestock / Poultry,Live cattle,($ / Picul),-,Ng Fung Hong,4241
2016-12-19,Livestock / Poultry,Live chicken,($ / Catty),Local,Major wholesalers at the Government Cheung Sha Wan Temporary Wholesale Poultry Market,35.4
2016-12-19,Marine fish,Golden thread,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,40
2016-12-19,Marine fish,Horse head,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,30
2016-12-19,Marine fish,Yellow croaker,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,30
2016-12-19,Marine fish,Big eyes,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,51
2016-12-19,Marine fish,Scads,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,14
2016-12-19,Marine fish,Breams,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,50
2016-12-19,Marine fish,Hairtail,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,31
2016-12-19,Marine fish,Mackerel,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,42
2016-12-19,Marine fish,Croakers,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,14
2016-12-19,Marine fish,Filefish,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,30
2016-12-19,Freshwater fish,Grass carp,($ / Catty),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,16.5
2016-12-19,Freshwater fish,Big head,($ / Catty),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,16.1
2016-12-19,Freshwater fish,Mud carp,($ / Catty),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,18.5
2016-12-19,Vegetables,Flowering Cabbage,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,3.1
2016-12-19,Vegetables,White Cabbage,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4.5
2016-12-19,Vegetables,Chinese Lettuce,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,2.8
2016-12-19,Vegetables,Chrysanthemum Garland,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,7.1
2016-12-19,Vegetables,Chinese Kale,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4.5
2016-12-19,Vegetables,European Celery,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,7.8
2016-12-19,Vegetables,Potato,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4
2016-12-19,Vegetables,Spinach,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,5
2016-12-19,Vegetables,Water Cress,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4.7
2016-12-19,Vegetables,Broccoli,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,10.5
2016-12-19,Vegetables,Green Cabbage,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,5
2016-12-19,Vegetables,Tomato,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,5.2
2016-12-19,Vegetables,Pea Shoot,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,20.3
2016-12-19,Eggs,Brown-shelled egg (medium) Mainland,($ / Egg),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,0.7
2016-12-19,Eggs,Brown-shelled egg (medium) USA,($ / Egg),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,0.68
2016-12-20,Livestock / Poultry,Live pig,($ / Picul),-,Slaughterhouses,1426
2016-12-20,Livestock / Poultry,Live cattle,($ / Picul),-,Ng Fung Hong,4296
2016-12-20,Livestock / Poultry,Live chicken,($ / Catty),Local,Major wholesalers at the Government Cheung Sha Wan Temporary Wholesale Poultry Market,35.3
2016-12-20,Marine fish,Golden thread,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,40
2016-12-20,Marine fish,Horse head,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,31
2016-12-20,Marine fish,Yellow croaker,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,30
2016-12-20,Marine fish,Big eyes,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,52
2016-12-20,Marine fish,Scads,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,14
2016-12-20,Marine fish,Breams,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,50
2016-12-20,Marine fish,Hairtail,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,31
2016-12-20,Marine fish,Mackerel,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,42
2016-12-20,Marine fish,Croakers,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,14
2016-12-20,Marine fish,Filefish,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,30
2016-12-20,Freshwater fish,Grass carp,($ / Catty),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,16.5
2016-12-20,Freshwater fish,Big head,($ / Catty),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,16.1
2016-12-20,Freshwater fish,Mud carp,($ / Catty),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,18.5
2016-12-20,Vegetables,Flowering Cabbage,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,3.5
2016-12-20,Vegetables,White Cabbage,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4.2
2016-12-20,Vegetables,Chinese Lettuce,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,2.8
2016-12-20,Vegetables,Chrysanthemum Garland,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,7
2016-12-20,Vegetables,Chinese Kale,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4.5
2016-12-20,Vegetables,European Celery,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,6.1
2016-12-20,Vegetables,Potato,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,3.9
2016-12-20,Vegetables,Spinach,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,5.2
2016-12-20,Vegetables,Water Cress,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4.4
2016-12-20,Vegetables,Broccoli,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,10.6
2016-12-20,Vegetables,Green Cabbage,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4.5
2016-12-20,Vegetables,Tomato,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,5.2
2016-12-20,Vegetables,Pea Shoot,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,20.6
2016-12-20,Eggs,Brown-shelled egg (medium) Mainland,($ / Egg),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,0.7
2016-12-20,Eggs,Brown-shelled egg (medium) USA,($ / Egg),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,0.68
2016-12-21,Livestock / Poultry,Live pig,($ / Picul),-,Slaughterhouses,1350
2016-12-21,Livestock / Poultry,Live cattle,($ / Picul),-,Ng Fung Hong,4277
2016-12-21,Livestock / Poultry,Live chicken,($ / Catty),Local,Major wholesalers at the Government Cheung Sha Wan Temporary Wholesale Poultry Market,34.8
2016-12-21,Freshwater fish,Grass carp,($ / Catty),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,16.5
2016-12-21,Freshwater fish,Big head,($ / Catty),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,16.1
2016-12-21,Freshwater fish,Mud carp,($ / Catty),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,18.5
2016-12-21,Vegetables,Flowering Cabbage,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,3.6
2016-12-21,Vegetables,White Cabbage,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4.4
2016-12-21,Vegetables,Chinese Lettuce,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,2.8
2016-12-21,Vegetables,Chrysanthemum Garland,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,6.1
2016-12-21,Vegetables,Chinese Kale,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4.4
2016-12-21,Vegetables,European Celery,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,10.4
2016-12-21,Vegetables,Potato,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,3.9
2016-12-21,Vegetables,Spinach,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,5.1
2016-12-21,Vegetables,Water Cress,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4.9
2016-12-21,Vegetables,Broccoli,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,10.3
2016-12-21,Vegetables,Green Cabbage,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,5
2016-12-21,Vegetables,Tomato,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,5.2
2016-12-21,Vegetables,Pea Shoot,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,21.4
2016-12-21,Eggs,Brown-shelled egg (medium) Mainland,($ / Egg),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,0.7
2016-12-21,Eggs,Brown-shelled egg (medium) USA,($ / Egg),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,0.68
2016-12-22,Livestock / Poultry,Live pig,($ / Picul),-,Slaughterhouses,1334
2016-12-22,Livestock / Poultry,Live cattle,($ / Picul),-,Ng Fung Hong,4296
2016-12-22,Livestock / Poultry,Live chicken,($ / Catty),Local,Major wholesalers at the Government Cheung Sha Wan Temporary Wholesale Poultry Market,34.1
2016-12-22,Marine fish,Golden thread,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,40
2016-12-22,Marine fish,Horse head,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,30
2016-12-22,Marine fish,Yellow croaker,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,30
2016-12-22,Marine fish,Big eyes,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,51
2016-12-22,Marine fish,Scads,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,14
2016-12-22,Marine fish,Breams,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,50
2016-12-22,Marine fish,Hairtail,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,30
2016-12-22,Marine fish,Mackerel,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,41
2016-12-22,Marine fish,Croakers,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,14
2016-12-22,Marine fish,Filefish,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,30
2016-12-22,Freshwater fish,Grass carp,($ / Catty),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,16.5
2016-12-22,Freshwater fish,Big head,($ / Catty),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,16.3
2016-12-22,Freshwater fish,Mud carp,($ / Catty),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,18.5
2016-12-22,Vegetables,Flowering Cabbage,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,3
2016-12-22,Vegetables,White Cabbage,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4
2016-12-22,Vegetables,Chinese Lettuce,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,2.6
2016-12-22,Vegetables,Chrysanthemum Garland,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,6.1
2016-12-22,Vegetables,Chinese Kale,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4.5
2016-12-22,Vegetables,European Celery,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,9
2016-12-22,Vegetables,Potato,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,3.9
2016-12-22,Vegetables,Spinach,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,5
2016-12-22,Vegetables,Water Cress,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4.1
2016-12-22,Vegetables,Broccoli,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,9.8
2016-12-22,Vegetables,Green Cabbage,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4.8
2016-12-22,Vegetables,Tomato,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,5
2016-12-22,Vegetables,Pea Shoot,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,18.3
