date_morning,food_category,food_item,price_morning,unit,food_origin,provided_by
2017-05-06,Vegetables,Flowering Cabbage,4.8,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-06,Vegetables,White Cabbage,4.9,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-06,Vegetables,Chinese Lettuce,2.8,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-06,Vegetables,Water Spinach,3.9,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-06,Vegetables,Chinese Kale,5.6,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-06,Vegetables,European Celery,7.7,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-06,Vegetables,Potato,3.7,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-06,Vegetables,Spinach,5.9,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-06,Vegetables,"Yard-long bean, white",6.4,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-06,Vegetables,Broccoli,9.7,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-06,Vegetables,Green Cabbage,3.6,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-06,Vegetables,Tomato,4.7,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-06,Vegetables,Chinese Spinach,3.9,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-06,Eggs,Brown-shelled egg (medium) Mainland,0.61,($ / Egg),NA,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets
2017-05-06,Eggs,Brown-shelled egg (medium) USA,0.67,($ / Egg),NA,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets
2017-05-07,Livestock / Poultry,Live pig,1299,($ / Picul),NA,Slaughterhouses
2017-05-07,Livestock / Poultry,Live cattle,4072,($ / Picul),NA,Ng Fung Hong
2017-05-07,Livestock / Poultry,Live chicken,20.3,($ / Catty),Local,Major wholesalers at the Government Cheung Sha Wan Temporary Wholesale Poultry Market
2017-05-07,Marine fish,Golden thread,50,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2017-05-07,Marine fish,Horse head,33,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2017-05-07,Marine fish,Yellow croaker,30,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2017-05-07,Marine fish,Big eyes,60,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2017-05-07,Marine fish,Scads,15,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2017-05-07,Marine fish,Breams,55,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2017-05-07,Marine fish,Hairtail,37,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2017-05-07,Marine fish,Mackerel,49,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2017-05-07,Marine fish,Croakers,15,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2017-05-07,Marine fish,Filefish,32,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2017-05-07,Freshwater fish,Grass carp,16.2,($ / Catty),NA,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets
2017-05-07,Freshwater fish,Big head,16.1,($ / Catty),NA,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets
2017-05-07,Freshwater fish,Mud carp,19,($ / Catty),NA,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets
2017-05-07,Vegetables,Flowering Cabbage,4.2,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-07,Vegetables,White Cabbage,4.7,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-07,Vegetables,Chinese Lettuce,2.9,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-07,Vegetables,Water Spinach,3.8,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-07,Vegetables,Chinese Kale,5.2,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-07,Vegetables,European Celery,3.9,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-07,Vegetables,Potato,3.7,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-07,Vegetables,Spinach,5.8,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-07,Vegetables,"Yard-long bean, white",5.8,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-07,Vegetables,Broccoli,9.8,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-07,Vegetables,Green Cabbage,4.1,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-07,Vegetables,Tomato,4.7,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-07,Vegetables,Chinese Spinach,3.6,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-07,Eggs,Brown-shelled egg (medium) Mainland,0.61,($ / Egg),NA,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets
2017-05-07,Eggs,Brown-shelled egg (medium) USA,0.67,($ / Egg),NA,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets
2017-05-08,Livestock / Poultry,Live pig,1309,($ / Picul),NA,Slaughterhouses
2017-05-08,Livestock / Poultry,Live cattle,4096,($ / Picul),NA,Ng Fung Hong
2017-05-08,Livestock / Poultry,Live chicken,22.1,($ / Catty),Local,Major wholesalers at the Government Cheung Sha Wan Temporary Wholesale Poultry Market
2017-05-08,Marine fish,Golden thread,49,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2017-05-08,Marine fish,Horse head,33,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2017-05-08,Marine fish,Yellow croaker,30,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2017-05-08,Marine fish,Big eyes,60,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2017-05-08,Marine fish,Scads,15,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2017-05-08,Marine fish,Breams,55,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2017-05-08,Marine fish,Hairtail,37,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2017-05-08,Marine fish,Mackerel,49,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2017-05-08,Marine fish,Croakers,15,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2017-05-08,Marine fish,Filefish,32,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2017-05-08,Freshwater fish,Grass carp,16.2,($ / Catty),NA,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets
2017-05-08,Freshwater fish,Big head,16.1,($ / Catty),NA,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets
2017-05-08,Freshwater fish,Mud carp,19,($ / Catty),NA,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets
2017-05-08,Vegetables,Flowering Cabbage,3.9,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-08,Vegetables,White Cabbage,4.1,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-08,Vegetables,Chinese Lettuce,2.8,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-08,Vegetables,Water Spinach,4,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-08,Vegetables,Chinese Kale,4.3,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-08,Vegetables,European Celery,8.6,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-08,Vegetables,Potato,3.8,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-08,Vegetables,Spinach,6.3,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-08,Vegetables,"Yard-long bean, white",6,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-08,Vegetables,Broccoli,10.3,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-08,Vegetables,Green Cabbage,4.3,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-08,Vegetables,Tomato,4.9,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-08,Vegetables,Chinese Spinach,3.9,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-08,Eggs,Brown-shelled egg (medium) Mainland,0.64,($ / Egg),NA,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets
2017-05-08,Eggs,Brown-shelled egg (medium) USA,0.67,($ / Egg),NA,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets
2017-05-09,Livestock / Poultry,Live pig,1307,($ / Picul),NA,Slaughterhouses
2017-05-09,Livestock / Poultry,Live cattle,4054,($ / Picul),NA,Ng Fung Hong
2017-05-09,Livestock / Poultry,Live chicken,22.7,($ / Catty),Local,Major wholesalers at the Government Cheung Sha Wan Temporary Wholesale Poultry Market
2017-05-09,Marine fish,Golden thread,49,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2017-05-09,Marine fish,Horse head,33,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2017-05-09,Marine fish,Yellow croaker,30,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2017-05-09,Marine fish,Big eyes,60,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2017-05-09,Marine fish,Scads,15,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2017-05-09,Marine fish,Breams,55,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2017-05-09,Marine fish,Hairtail,37,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2017-05-09,Marine fish,Mackerel,49,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2017-05-09,Marine fish,Croakers,15,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2017-05-09,Marine fish,Filefish,32,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2017-05-09,Freshwater fish,Grass carp,16.2,($ / Catty),NA,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets
2017-05-09,Freshwater fish,Big head,16.1,($ / Catty),NA,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets
2017-05-09,Freshwater fish,Mud carp,19,($ / Catty),NA,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets
2017-05-09,Vegetables,Flowering Cabbage,3.6,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-09,Vegetables,White Cabbage,4.1,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-09,Vegetables,Chinese Lettuce,2.8,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-09,Vegetables,Water Spinach,3.5,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-09,Vegetables,Chinese Kale,4.2,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-09,Vegetables,European Celery,6.7,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-09,Vegetables,Potato,3.8,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-09,Vegetables,Spinach,6,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-09,Vegetables,"Yard-long bean, white",5.5,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-09,Vegetables,Broccoli,10.2,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-09,Vegetables,Green Cabbage,4.1,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-09,Vegetables,Tomato,4.9,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-09,Vegetables,Chinese Spinach,3.7,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-09,Eggs,Brown-shelled egg (medium) Mainland,0.6,($ / Egg),NA,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets
2017-05-09,Eggs,Brown-shelled egg (medium) USA,0.67,($ / Egg),NA,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets
2017-05-10,Livestock / Poultry,Live pig,1276,($ / Picul),NA,Slaughterhouses
2017-05-10,Livestock / Poultry,Live cattle,4041,($ / Picul),NA,Ng Fung Hong
2017-05-10,Livestock / Poultry,Live chicken,22.3,($ / Catty),Local,Major wholesalers at the Government Cheung Sha Wan Temporary Wholesale Poultry Market
2017-05-10,Marine fish,Golden thread,49,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2017-05-10,Marine fish,Horse head,33,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2017-05-10,Marine fish,Yellow croaker,30,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2017-05-10,Marine fish,Big eyes,60,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2017-05-10,Marine fish,Scads,15,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2017-05-10,Marine fish,Breams,55,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2017-05-10,Marine fish,Hairtail,37,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2017-05-10,Marine fish,Mackerel,49,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2017-05-10,Marine fish,Croakers,15,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2017-05-10,Marine fish,Filefish,31,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2017-05-10,Freshwater fish,Grass carp,16.2,($ / Catty),NA,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets
2017-05-10,Freshwater fish,Big head,16.1,($ / Catty),NA,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets
2017-05-10,Freshwater fish,Mud carp,19,($ / Catty),NA,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets
2017-05-10,Vegetables,Flowering Cabbage,3.6,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-10,Vegetables,White Cabbage,4.6,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-10,Vegetables,Chinese Lettuce,2.8,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-10,Vegetables,Water Spinach,3.5,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-10,Vegetables,Chinese Kale,4.9,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-10,Vegetables,European Celery,7.9,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-10,Vegetables,Potato,3.8,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-10,Vegetables,Spinach,5.9,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-10,Vegetables,"Yard-long bean, white",6.1,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-10,Vegetables,Broccoli,10.8,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-10,Vegetables,Green Cabbage,4.4,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-10,Vegetables,Tomato,4.9,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-10,Vegetables,Chinese Spinach,3.8,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-10,Eggs,Brown-shelled egg (medium) Mainland,0.64,($ / Egg),NA,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets
2017-05-10,Eggs,Brown-shelled egg (medium) USA,0.67,($ / Egg),NA,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets
2017-05-11,Livestock / Poultry,Live pig,1260,($ / Picul),NA,Slaughterhouses
2017-05-11,Livestock / Poultry,Live cattle,4090,($ / Picul),NA,Ng Fung Hong
2017-05-11,Livestock / Poultry,Live chicken,22.9,($ / Catty),Local,Major wholesalers at the Government Cheung Sha Wan Temporary Wholesale Poultry Market
2017-05-11,Marine fish,Golden thread,48,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2017-05-11,Marine fish,Horse head,32,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2017-05-11,Marine fish,Yellow croaker,30,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2017-05-11,Marine fish,Big eyes,60,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2017-05-11,Marine fish,Scads,15,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2017-05-11,Marine fish,Breams,55,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2017-05-11,Marine fish,Hairtail,36,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2017-05-11,Marine fish,Mackerel,48,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2017-05-11,Marine fish,Croakers,15,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2017-05-11,Marine fish,Filefish,32,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2017-05-11,Freshwater fish,Grass carp,16.2,($ / Catty),NA,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets
2017-05-11,Freshwater fish,Big head,16,($ / Catty),NA,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets
2017-05-11,Freshwater fish,Mud carp,19,($ / Catty),NA,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets
2017-05-11,Vegetables,Flowering Cabbage,3.3,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-11,Vegetables,White Cabbage,4.3,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-11,Vegetables,Chinese Lettuce,2.8,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-11,Vegetables,Water Spinach,3.5,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-11,Vegetables,Chinese Kale,5.7,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-11,Vegetables,European Celery,7.3,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-11,Vegetables,Potato,3.7,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-11,Vegetables,Spinach,5.7,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-11,Vegetables,"Yard-long bean, white",5.8,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-11,Vegetables,Broccoli,10.4,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-11,Vegetables,Green Cabbage,3.9,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-11,Vegetables,Tomato,4.8,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-11,Vegetables,Chinese Spinach,3.7,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-11,Eggs,Brown-shelled egg (medium) Mainland,0.61,($ / Egg),NA,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets
2017-05-11,Eggs,Brown-shelled egg (medium) USA,0.67,($ / Egg),NA,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets
2017-05-12,Livestock / Poultry,Live pig,1275,($ / Picul),NA,Slaughterhouses
2017-05-12,Livestock / Poultry,Live chicken,25,($ / Catty),Local,Major wholesalers at the Government Cheung Sha Wan Temporary Wholesale Poultry Market
2017-05-12,Marine fish,Golden thread,49,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2017-05-12,Marine fish,Horse head,32,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2017-05-12,Marine fish,Yellow croaker,31,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2017-05-12,Marine fish,Big eyes,61,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2017-05-12,Marine fish,Scads,15,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2017-05-12,Marine fish,Breams,56,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2017-05-12,Marine fish,Hairtail,36,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2017-05-12,Marine fish,Mackerel,48,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2017-05-12,Marine fish,Croakers,15,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2017-05-12,Marine fish,Filefish,32,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2017-05-12,Freshwater fish,Grass carp,16.2,($ / Catty),NA,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets
2017-05-12,Freshwater fish,Big head,15.8,($ / Catty),NA,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets
2017-05-12,Freshwater fish,Mud carp,19,($ / Catty),NA,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets
2017-05-12,Vegetables,Flowering Cabbage,3.4,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-12,Vegetables,White Cabbage,3.9,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-12,Vegetables,Chinese Lettuce,2.8,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-12,Vegetables,Water Spinach,3.5,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-12,Vegetables,Chinese Kale,6.2,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-12,Vegetables,European Celery,7.2,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-12,Vegetables,Potato,3.7,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-12,Vegetables,Spinach,5.7,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-12,Vegetables,"Yard-long bean, white",5.4,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-12,Vegetables,Broccoli,10.2,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-12,Vegetables,Green Cabbage,4,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-12,Vegetables,Tomato,4.8,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-12,Vegetables,Chinese Spinach,3.6,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2017-05-12,Eggs,Brown-shelled egg (medium) Mainland,0.6,($ / Egg),NA,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets
2017-05-12,Eggs,Brown-shelled egg (medium) USA,0.67,($ / Egg),NA,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets
2017-05-13,Livestock / Poultry,Live pig,1274,($ / Picul),NA,Slaughterhouses
2017-05-13,Livestock / Poultry,Live chicken,24.9,($ / Catty),Local,Major wholesalers at the Government Cheung Sha Wan Temporary Wholesale Poultry Market
2017-05-13,Marine fish,Golden thread,50,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2017-05-13,Marine fish,Horse head,34,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2017-05-13,Marine fish,Yellow croaker,31,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2017-05-13,Marine fish,Big eyes,61,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2017-05-13,Marine fish,Scads,15,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
